Sensitivity,Pollutant,Area,Functional Group,SciCode,SciName
Sensitive,S,West,cyanolichen,Lepcya,Leptogium cyanescens
Sensitive,S,West,forage,Usnfil,Usnea filipendula
Sensitive,S,West,forage,Ramdil,Ramalina dilacerata
Sensitive,S,West,cyanolichen,Lepsat,Leptogium saturninum
Sensitive,S,West,large matrix,Hypent,Hypogymnia enteromorpha
Sensitive,S,West,forage,Brypsec,Bryoria pseudocapillaris
Sensitive,S,West,forage,Usnpac,Usnea pacificana
Sensitive,S,West,forage,Usnsca,Usnea scabrata
Sensitive,S,West,forage,Usnlon,Usnea longissima
Sensitive,S,West,small matrix,Clasqu,Cladonia squamosa
Sensitive,S,West,cyanolichen,Scygel,Scytinium gelatinosum
Sensitive,S,West,small matrix,Claver,Cladonia verruculosa
Sensitive,S,West,cyanolichen,Stilim,Sticta limbata
Sensitive,S,West,large matrix,Hypina,Hypogymnia inactiva
Sensitive,S,West,small matrix,Mensub,Menegazzia subsimilis
Sensitive,S,West,cyanolichen,Stiful,Sticta fuliginosa
Intermediate,S,West,cyanolichen,Pelcol,Peltigera collina
Intermediate,S,West,small matrix,Phylmel,Physciella melanchra
Intermediate,S,West,large matrix,Parmperl,Parmotrema perlatum
Intermediate,S,West,large matrix,Hyptsin,Hypotrachyna sinuosa
Intermediate,S,West,small matrix,Phyaip,Physcia aipolia
Intermediate,S,West,small matrix,Xanpar,Xanthoria parietina
Intermediate,S,West,large matrix,Tucorb,Tuckermannopsis orbata
Intermediate,S,West,large matrix,Parmarn,Parmotrema arnoldii
Intermediate,S,West,large matrix,Parsax,Parmelia saxatilis
Intermediate,S,West,forage,Usnsubst,Usnea substerilis
Intermediate,S,West,cyanolichen,Colfur,Collema furfuraceum
Intermediate,S,West,large matrix,Punper,Punctelia perreticulata
Intermediate,S,West,forage,Usnsubfl,Usnea subfloridana
Intermediate,S,West,small matrix,Melesubu,Melanelixia subaurifera
Intermediate,S,West,forage,Usnwir,Usnea flavocardia
Intermediate,S,West,forage,Ramroe,Ramalina roesleri
Intermediate,S,West,large matrix,Hypapi,Hypogymnia apinnata
Intermediate,S,West,small matrix,Phycame,Physconia americana
Intermediate,S,West,forage,Rammen,Ramalina menziesii
Intermediate,S,West,small matrix,Cavhul,Cavernularia hultenii
Intermediate,S,West,small matrix,Phacil,Phaeophyscia ciliata
Intermediate,S,West,small matrix,Montom,Montanelia tominii
Intermediate,S,West,cyanolichen,Scylic,Scytinium lichenoides
Intermediate,S,West,small matrix,Phycper,Physconia perisidiosa
Intermediate,S,West,small matrix,Phaorb,Phaeophyscia orbicularis
Intermediate,S,West,cyanolichen,Pseccro,Pseudocyphellaria crocata
Intermediate,S,West,small matrix,Meloexaa,Melanohalea exasperata
Intermediate,S,West,small matrix,Phycent,Physconia enteroxantha
Intermediate,S,West,large matrix,Flaacap,Flavoparmelia caperata
Intermediate,S,West,small matrix,Clacor,Cladonia cornuta
Intermediate,S,West,cyanolichen,Lepcaalb,Leptochidium albociliatum
Intermediate,S,West,cyanolichen,Fusmed,Fuscopannaria mediterranea
Intermediate,S,West,large matrix,Niecep,Niebla cephalota
Intermediate,S,West,large matrix,Hetleu,Heterodermia leucomela
Intermediate,S,West,small matrix,Mondis,Montanelia disjuncta
Intermediate,S,West,cyanolichen,Fuspac,Fuscopannaria pacifica
Intermediate,S,West,cyanolichen,Denint,Dendriscocaulon intricatulum
Intermediate,S,West,cyanolichen,Nepocc,Nephroma occultum
Intermediate,S,West,cyanolichen,Lepburn,Leptogium burnetiae
Intermediate,S,West,cyanolichen,Fusleuo,Fuscopannaria leucostictoides
Intermediate,S,West,large matrix,Parltri,Parmeliella triptophylla
Intermediate,S,West,cyanolichen,Lobhal,Lobaria hallii
Intermediate,S,West,forage,Ramobt,Ramalina obtusata
Intermediate,S,West,cyanolichen,Nepisi,Nephroma isidiosum
Intermediate,S,West,small matrix,Clasca,Cladonia scabriuscula
Intermediate,S,West,cyanolichen,Fusahl,Fuscopannaria ahlneri
Intermediate,S,West,forage,Bryimp,Bryoria implexa
Intermediate,S,West,forage,Usnglae,Usnea glabrescens
Intermediate,S,West,cyanolichen,Colnig,Collema nigrescens
Intermediate,S,West,small matrix,Clatra,Cladonia transcendens
Intermediate,S,West,large matrix,Parsqu,Parmelia squarrosa
Intermediate,S,West,forage,Rampoll,Ramalina pollinaria
Intermediate,S,West,forage,Usnglaa,Usnea glabrata
Intermediate,S,West,large matrix,Telchr,Teloschistes chrysophthalmus
Intermediate,S,West,large matrix,Flaufla,Flavopunctelia flaventior
Intermediate,S,West,small matrix,Clachl,Cladonia chlorophaea
Intermediate,S,West,small matrix,Kaecal,Kaernefeltia californica
Intermediate,S,West,forage,Ramlep,Ramalina leptocarpha
Intermediate,S,West,small matrix,Polten,Polycauliona tenax
Intermediate,S,West,forage,Usnwas,Usnea wasmuthii
Tolerant,S,West,cyanolichen,Neppar,Nephroma parile
Tolerant,S,West,forage,Brylan,Bryoria lanestris
Tolerant,S,West,lv matrix,Candcon,Candelaria concolor
Tolerant,S,West,large matrix,Cetcet,Cetrelia cetrarioides
Tolerant,S,West,small matrix,Clacen,Cladonia cenotea
Tolerant,S,West,small matrix,Clafim,Cladonia fimbriata
Tolerant,S,West,small matrix,Claoch,Cladonia ochrochlora
Tolerant,S,West,small matrix,Claumb,Cladonia umbricola
Tolerant,S,West,large matrix,Evepru,Evernia prunastri
Tolerant,S,West,large matrix,Hetspe,Heterodermia speciosa
Tolerant,S,West,large matrix,Hypphy,Hypogymnia physodes
Tolerant,S,West,large matrix,Hyptub,Hypogymnia tubulosa
Tolerant,S,West,large matrix,Hyptrev,Hypotrachyna revoluta
Tolerant,S,West,large matrix,Imsale,Imshaugia aleurites
Tolerant,S,West,cyanolichen,Lobscr,Lobaria scrobiculata
Tolerant,S,West,small matrix,Loxcor,Loxosporopsis corallifera
Tolerant,S,West,small matrix,Meleful,Melanelixia fuliginosa
Tolerant,S,West,small matrix,Meleglaa,Melanelixia glabra
Tolerant,S,West,small matrix,Melesubr,Melanelixia subargentifera
Tolerant,S,West,cyanolichen,Nepbul,Nephroma bellum
Tolerant,S,West,large matrix,Parhyg,Parmelia hygrophila
Tolerant,S,West,large matrix,Parsul,Parmelia sulcata
Tolerant,S,West,small matrix,Phyads,Physcia adscendens
Tolerant,S,West,small matrix,Physte,Physcia stellaris
Tolerant,S,West,small matrix,Phyten,Physcia tenella
Tolerant,S,West,small matrix,Phycfal,Physconia fallax
Tolerant,S,West,large matrix,Plagla,Platismatia glauca
Tolerant,S,West,large matrix,Planor,Platismatia norvegica
Tolerant,S,West,small matrix,Polcan,Polycauliona candelaria
Tolerant,S,West,small matrix,Polpol,Polycauliona polycarpa
Tolerant,S,West,forage,Ramfar,Ramalina farinacea
Tolerant,S,West,forage,Ramsub,Ramalina subleptocarpha
Tolerant,S,West,cyanolichen,Scypol,Scytinium polycarpum
Tolerant,S,West,large matrix,Tucchl,Tuckermannopsis chlorophylla
Tolerant,S,West,forage,Usncor,Usnea cornuta
Tolerant,S,West,forage,Usnsil,Usnea silesiaca
